wall_time,timestamp,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
23:19:04,0.13,3,10,0,0,0,0,0,0,17,LOW
23:19:04,0.22,6,10,0,0,0,0,0,0,17,LOW
23:19:05,0.3,9,10,0,0,0,0,0,0,17,LOW
23:19:05,0.39,12,10,0,0,0,0,0,0,17,LOW
23:19:05,0.47,15,10,0,0,0,0,0,0,17,LOW
23:19:05,0.55,18,10,0,0,0,0,0,0,17,LOW
23:19:05,0.63,21,10,0,0,0,0,0,0,17,LOW
23:19:05,0.71,24,10,0,0,0,0,0,0,17,LOW
23:19:05,0.79,27,10,0,0,0,0,0,0,17,LOW
23:19:05,0.87,30,10,0,0,0,0,0,0,17,LOW
23:19:05,0.94,33,10,0,0,0,0,0,0,17,LOW
23:19:05,1.02,36,10,0,0,0,0,0,0,17,LOW
23:19:05,1.09,39,10,0,0,0,0,0,0,17,LOW
23:19:05,1.17,42,10,0,0,0,0,0,0,17,LOW
23:19:06,1.25,45,10,0,0,0,0,0,0,17,LOW
23:19:06,1.32,48,10,0,0,0,0,0,0,17,LOW
23:19:06,1.4,51,10,0,0,0,0,0,0,17,LOW
23:19:06,1.48,54,10,0,0,0,0,0,0,17,LOW
23:19:06,1.56,57,10,0,0,0,0,0,0,17,LOW
23:19:06,1.64,60,10,0,0,0,0,0,0,17,LOW
23:19:06,1.73,63,10,0,0,0,0,0,0,17,LOW
23:19:06,1.81,66,10,0,0,0,0,0,0,17,LOW
23:19:06,1.89,69,10,0,0,0,0,0,0,17,LOW
23:19:06,1.97,72,10,0,0,0,0,0,0,17,LOW
23:19:06,2.05,75,9,0,0,0,0,0,0,15,LOW
23:19:06,2.14,78,9,0,0,0,0,0,0,15,LOW
23:19:06,2.22,81,9,0,0,0,0,0,0,15,LOW
23:19:07,2.3,84,9,0,0,0,0,0,0,15,LOW
23:19:07,2.38,87,9,0,0,0,0,0,0,15,LOW
23:19:07,2.47,90,9,0,0,0,0,0,0,15,LOW
23:19:07,2.55,93,9,0,0,0,0,0,0,15,LOW
23:19:07,2.63,96,9,0,0,0,0,0,0,15,LOW
23:19:07,2.71,99,9,0,0,0,0,0,0,15,LOW
23:19:07,2.79,102,9,0,0,0,0,0,0,15,LOW
23:19:07,2.87,105,9,0,0,0,0,0,0,15,LOW
23:19:07,2.95,108,9,0,0,0,0,0,0,15,LOW
23:19:07,3.02,111,9,0,0,0,0,0,0,15,LOW
23:19:07,3.1,114,9,0,0,0,0,0,0,15,LOW
23:19:07,3.19,117,9,0,0,0,0,0,0,15,LOW
23:19:08,3.28,120,9,0,0,0,0,0,0,15,LOW
23:19:08,3.37,123,9,0,0,0,0,0,0,15,LOW
23:19:08,3.46,126,9,0,0,0,0,0,0,15,LOW
23:19:08,3.57,129,9,0,0,0,0,0,0,15,LOW
23:19:08,3.71,132,9,0,0,0,0,0,0,15,LOW
23:19:08,3.82,135,9,0,0,0,0,0,0,15,LOW
