wall_time,timestamp,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
23:46:47,0.24,1,10,0,0,0,0,0,0,17,LOW
23:46:47,0.35,2,10,0,0,0,0,0,0,17,LOW
23:46:47,0.46,3,10,0,0,0,0,0,0,17,LOW
23:46:48,0.56,4,10,0,0,0,0,0,0,17,LOW
23:46:48,0.67,5,10,0,0,0,0,0,0,17,LOW
23:46:48,0.79,6,10,0,0,0,0,0,0,17,LOW
23:46:48,0.9,7,10,0,0,0,0,0,0,17,LOW
23:46:48,1.01,8,10,0,0,0,0,0,0,17,LOW
23:46:48,1.1,9,10,0,0,0,0,0,0,17,LOW
23:46:48,1.19,10,10,0,0,0,0,0,0,17,LOW
23:46:48,1.28,11,10,0,0,0,0,0,0,17,LOW
23:46:48,1.36,12,10,0,0,0,0,0,0,17,LOW
23:46:48,1.45,13,10,0,0,0,0,0,0,17,LOW
23:46:48,1.53,14,10,0,0,0,0,0,0,17,LOW
23:46:49,1.62,15,10,0,0,0,0,0,0,17,LOW
23:46:49,1.71,16,10,0,0,0,0,0,0,17,LOW
23:46:49,1.8,17,10,0,0,0,0,0,0,17,LOW
23:46:49,1.88,18,10,0,0,0,0,0,0,17,LOW
23:46:49,1.97,19,10,0,0,0,0,0,0,17,LOW
23:46:49,2.05,20,10,0,0,0,0,0,0,17,LOW
23:46:49,2.14,21,10,0,0,0,0,0,0,17,LOW
23:46:49,2.24,22,10,0,0,0,0,0,0,17,LOW
23:46:49,2.34,23,10,0,0,0,0,0,0,17,LOW
23:46:49,2.44,24,10,0,0,0,0,0,0,17,LOW
23:46:49,2.53,25,10,0,0,0,0,0,0,17,LOW
23:46:50,2.61,26,10,0,0,0,0,0,0,17,LOW
23:46:50,2.7,27,10,0,0,0,0,0,0,17,LOW
23:46:50,2.81,28,10,0,0,0,0,0,0,17,LOW
23:46:50,2.92,29,10,0,0,0,0,0,0,17,LOW
23:46:50,3.02,30,10,0,0,0,0,0,0,17,LOW
23:46:50,3.14,31,10,0,0,0,0,0,0,17,LOW
23:46:50,3.32,32,10,0,0,0,0,0,0,17,LOW
23:46:50,3.49,33,10,0,0,0,0,0,0,17,LOW
23:46:51,3.61,34,10,0,0,0,0,0,0,17,LOW
23:46:51,3.73,35,10,0,0,0,0,0,0,17,LOW
23:46:51,3.88,36,10,0,0,0,0,0,0,17,LOW
23:46:51,4.05,37,10,0,0,0,0,0,0,17,LOW
23:46:51,4.19,38,10,0,0,0,0,0,0,17,LOW
23:46:51,4.35,39,10,0,0,0,0,0,0,17,LOW
23:46:52,4.57,40,10,0,0,0,0,0,0,17,LOW
23:46:52,4.74,41,10,0,0,0,0,0,0,17,LOW
23:46:52,4.9,42,10,0,0,0,0,0,0,17,LOW
