wall_time,elapsed_s,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
11:39:02,0.26,2,47,0,0,0,0,0,0,78,HIGH
11:39:02,0.37,4,47,0,0,0,0,0,0,78,HIGH
11:39:02,0.47,6,47,0,0,0,0,0,0,78,HIGH
11:39:03,0.56,8,47,0,0,0,0,0,0,78,HIGH
11:39:03,0.65,10,47,0,0,0,0,0,0,78,HIGH
11:39:03,0.75,12,47,0,0,0,0,0,0,78,HIGH
11:39:03,0.87,14,47,0,0,0,0,0,0,78,HIGH
11:39:03,0.97,16,47,0,0,0,0,0,0,78,HIGH
11:39:03,1.08,18,47,0,0,0,0,0,0,78,HIGH
11:39:03,1.17,20,47,0,0,0,0,0,0,78,HIGH
11:39:03,1.27,22,47,0,0,0,0,0,0,78,HIGH
11:39:03,1.36,24,47,0,0,0,0,0,0,78,HIGH
11:39:03,1.47,26,47,0,0,0,0,0,0,78,HIGH
11:39:04,1.56,28,47,0,0,0,0,0,0,78,HIGH
11:39:04,1.66,30,47,0,0,0,0,0,0,78,HIGH
11:39:04,1.76,32,47,0,0,0,0,0,0,78,HIGH
11:39:04,1.86,34,47,0,0,0,0,0,0,78,HIGH
11:39:04,1.95,36,47,0,0,0,0,0,0,78,HIGH
11:39:04,2.06,38,47,0,0,0,0,0,0,78,HIGH
11:39:04,2.16,40,47,0,0,0,0,0,0,78,HIGH
11:39:04,2.26,42,47,0,0,0,0,0,0,78,HIGH
11:39:04,2.36,44,47,0,0,0,0,0,0,78,HIGH
11:39:04,2.46,46,47,0,0,0,0,0,0,78,HIGH
11:39:05,2.55,48,47,0,0,0,0,0,0,78,HIGH
11:39:05,2.65,50,47,0,0,0,0,0,0,78,HIGH
11:39:05,2.75,52,47,0,0,0,0,0,0,78,HIGH
11:39:05,2.86,54,47,0,0,0,0,0,0,78,HIGH
11:39:05,2.96,56,47,0,0,0,0,0,0,78,HIGH
11:39:05,3.06,58,47,0,0,0,0,0,0,78,HIGH
11:39:05,3.17,60,47,0,0,0,0,0,0,78,HIGH
11:39:05,3.29,62,48,0,0,0,0,0,0,80,HIGH
11:39:05,3.39,64,48,0,0,0,0,0,0,80,HIGH
11:39:06,3.51,66,48,0,0,0,0,0,0,80,HIGH
11:39:06,3.62,68,48,0,0,0,0,0,0,80,HIGH
11:39:06,3.72,70,48,0,0,0,0,0,0,80,HIGH
11:39:06,3.83,72,49,0,0,0,0,0,0,82,HIGH
11:39:06,3.94,74,48,0,0,0,0,0,0,80,HIGH
11:39:06,4.05,76,47,0,0,0,0,0,0,78,HIGH
11:39:06,4.21,78,48,0,0,0,0,0,0,80,HIGH
11:39:06,4.41,80,47,0,0,0,0,0,0,78,HIGH
11:39:07,4.61,82,48,0,0,0,0,0,0,80,HIGH
11:39:07,4.74,84,48,0,0,0,0,0,0,80,HIGH
11:39:07,4.87,86,50,0,0,0,0,0,0,83,HIGH
