wall_time,timestamp,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
22:51:56,0.18,1,0,0,0,0,0,0,0,0,LOW
22:51:56,0.23,2,0,0,0,0,0,0,0,0,LOW
22:51:56,0.3,3,0,0,0,0,0,0,0,0,LOW
22:51:56,0.35,4,0,0,0,0,0,0,0,0,LOW
22:51:56,0.42,5,0,0,0,0,0,0,0,0,LOW
22:51:57,0.48,6,0,0,0,0,0,0,0,0,LOW
22:51:57,0.54,7,0,0,0,0,0,0,0,0,LOW
22:51:57,0.6,8,0,0,0,0,0,0,0,0,LOW
22:51:57,0.66,9,0,0,0,0,0,0,0,0,LOW
22:51:57,0.71,10,0,0,0,0,0,0,0,0,LOW
22:51:57,0.77,11,0,0,0,0,0,0,0,0,LOW
22:51:57,0.82,12,0,0,0,0,0,0,0,0,LOW
22:51:57,0.88,13,0,0,0,0,0,0,0,0,LOW
22:51:57,0.93,14,0,0,0,0,0,0,0,0,LOW
22:51:57,0.99,15,0,0,0,0,0,0,0,0,LOW
22:51:57,1.04,16,0,0,0,0,0,0,0,0,LOW
22:51:57,1.1,17,0,0,0,0,0,0,0,0,LOW
22:51:57,1.15,18,0,0,0,0,0,0,0,0,LOW
22:51:57,1.2,19,0,0,0,0,0,0,0,0,LOW
22:51:57,1.26,20,0,0,0,0,0,0,0,0,LOW
22:51:57,1.33,21,0,0,0,0,0,0,0,0,LOW
22:51:57,1.38,22,0,0,0,0,0,0,0,0,LOW
22:51:58,1.44,23,0,0,0,0,0,0,0,0,LOW
22:51:58,1.5,24,0,0,0,0,0,0,0,0,LOW
22:51:58,1.55,25,0,0,0,0,0,0,0,0,LOW
22:51:58,1.62,26,0,0,0,0,0,0,0,0,LOW
22:51:58,1.68,27,0,0,0,0,0,0,0,0,LOW
22:51:58,1.73,28,0,0,0,0,0,0,0,0,LOW
22:51:58,1.79,29,0,0,0,0,0,0,0,0,LOW
22:51:58,1.89,30,0,0,0,0,0,0,0,0,LOW
22:51:58,1.96,31,0,0,0,0,0,0,0,0,LOW
22:51:58,2.01,32,0,0,0,0,0,0,0,0,LOW
22:51:58,2.08,33,0,0,0,0,0,0,0,0,LOW
22:51:58,2.19,34,0,0,0,0,0,0,0,0,LOW
22:51:58,2.28,35,0,0,0,0,0,0,0,0,LOW
22:51:58,2.35,36,0,0,0,0,0,0,0,0,LOW
22:51:59,2.44,37,0,0,0,0,0,0,0,0,LOW
22:51:59,2.53,38,0,0,0,0,0,0,0,0,LOW
22:51:59,2.63,39,0,0,0,0,0,0,0,0,LOW
22:51:59,2.73,40,0,0,0,0,0,0,0,0,LOW
22:51:59,2.82,41,0,0,0,0,0,0,0,0,LOW
22:51:59,2.91,42,0,0,0,0,0,0,0,0,LOW
22:51:59,3.02,43,2,2,0,1,0,1,0,3,LOW
22:51:59,3.13,44,2,2,0,1,0,1,0,3,LOW
22:51:59,3.21,45,2,2,0,1,0,1,0,3,LOW
22:51:59,3.29,46,2,2,0,1,0,1,0,3,LOW
22:51:59,3.38,47,2,2,0,1,0,1,0,3,LOW
22:52:00,3.48,48,2,2,0,1,0,1,0,3,LOW
22:52:00,3.56,49,2,2,0,1,0,1,0,3,LOW
22:52:00,3.64,50,2,2,0,1,0,1,0,3,LOW
22:52:00,3.77,51,2,2,0,1,0,1,0,3,LOW
22:52:00,3.88,52,2,2,0,1,0,1,0,3,LOW
22:52:00,3.97,53,2,2,0,1,0,1,0,3,LOW
22:52:00,4.05,54,2,2,0,1,0,1,0,3,LOW
22:52:00,4.29,55,2,2,0,1,0,1,0,3,LOW
22:52:01,4.44,56,2,2,0,1,0,1,0,3,LOW
22:52:01,4.62,57,2,2,0,1,0,1,0,3,LOW
22:52:01,4.76,58,2,2,0,1,0,1,0,3,LOW
22:52:01,4.88,59,2,2,0,1,0,1,0,3,LOW
22:52:01,4.95,60,2,2,0,1,0,1,0,3,LOW
22:52:01,5.02,61,2,2,0,1,0,1,0,3,LOW
22:52:01,5.09,62,2,2,0,1,0,1,0,3,LOW
22:52:01,5.16,63,2,2,0,1,0,1,0,3,LOW
22:52:01,5.31,64,2,2,0,1,0,1,0,3,LOW
