wall_time,timestamp,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
22:50:43,0.18,1,0,0,0,0,0,0,0,0,LOW
22:50:43,0.23,2,0,0,0,0,0,0,0,0,LOW
22:50:43,0.29,3,0,0,0,0,0,0,0,0,LOW
22:50:43,0.34,4,0,0,0,0,0,0,0,0,LOW
22:50:43,0.4,5,0,0,0,0,0,0,0,0,LOW
22:50:43,0.45,6,0,0,0,0,0,0,0,0,LOW
22:50:43,0.51,7,0,0,0,0,0,0,0,0,LOW
22:50:43,0.56,8,0,0,0,0,0,0,0,0,LOW
22:50:43,0.61,9,0,0,0,0,0,0,0,0,LOW
22:50:43,0.66,10,0,0,0,0,0,0,0,0,LOW
22:50:43,0.72,11,0,0,0,0,0,0,0,0,LOW
22:50:43,0.77,12,0,0,0,0,0,0,0,0,LOW
22:50:43,0.82,13,0,0,0,0,0,0,0,0,LOW
22:50:43,0.87,14,0,0,0,0,0,0,0,0,LOW
22:50:43,0.93,15,0,0,0,0,0,0,0,0,LOW
22:50:43,0.98,16,0,0,0,0,0,0,0,0,LOW
22:50:43,1.04,17,0,0,0,0,0,0,0,0,LOW
22:50:44,1.09,18,0,0,0,0,0,0,0,0,LOW
22:50:44,1.15,19,0,0,0,0,0,0,0,0,LOW
22:50:44,1.2,20,0,0,0,0,0,0,0,0,LOW
22:50:44,1.25,21,0,0,0,0,0,0,0,0,LOW
22:50:44,1.3,22,0,0,0,0,0,0,0,0,LOW
22:50:44,1.36,23,0,0,0,0,0,0,0,0,LOW
22:50:44,1.41,24,0,0,0,0,0,0,0,0,LOW
22:50:44,1.47,25,0,0,0,0,0,0,0,0,LOW
22:50:44,1.53,26,0,0,0,0,0,0,0,0,LOW
22:50:44,1.59,27,0,0,0,0,0,0,0,0,LOW
22:50:44,1.64,28,0,0,0,0,0,0,0,0,LOW
22:50:44,1.7,29,0,0,0,0,0,0,0,0,LOW
22:50:44,1.75,30,0,0,0,0,0,0,0,0,LOW
22:50:44,1.81,31,0,0,0,0,0,0,0,0,LOW
22:50:44,1.86,32,0,0,0,0,0,0,0,0,LOW
22:50:44,1.92,33,0,0,0,0,0,0,0,0,LOW
22:50:44,1.97,34,0,0,0,0,0,0,0,0,LOW
22:50:44,2.03,35,0,0,0,0,0,0,0,0,LOW
22:50:45,2.08,36,0,0,0,0,0,0,0,0,LOW
22:50:45,2.15,37,0,0,0,0,0,0,0,0,LOW
22:50:45,2.2,38,0,0,0,0,0,0,0,0,LOW
22:50:45,2.26,39,0,0,0,0,0,0,0,0,LOW
22:50:45,2.31,40,0,0,0,0,0,0,0,0,LOW
22:50:45,2.38,41,0,0,0,0,0,0,0,0,LOW
22:50:45,2.43,42,1,1,0,0,0,0,0,2,LOW
22:50:45,2.49,43,1,1,0,0,0,0,0,2,LOW
22:50:45,2.54,44,1,1,0,0,0,0,0,2,LOW
22:50:45,2.6,45,1,1,0,0,0,0,0,2,LOW
22:50:45,2.65,46,1,1,0,0,0,0,0,2,LOW
22:50:45,2.71,47,1,1,0,0,0,0,0,2,LOW
22:50:45,2.76,48,1,1,0,0,0,0,0,2,LOW
22:50:45,2.82,49,1,1,0,0,0,0,0,2,LOW
22:50:45,2.87,50,1,1,0,0,0,0,0,2,LOW
22:50:45,2.93,51,1,1,0,0,0,0,0,2,LOW
22:50:45,2.98,52,1,1,0,0,0,0,0,2,LOW
22:50:45,3.04,53,1,1,0,0,0,0,0,2,LOW
22:50:46,3.09,54,1,1,0,0,0,0,0,2,LOW
22:50:46,3.14,55,1,1,0,0,0,0,0,2,LOW
22:50:46,3.19,56,1,1,0,0,0,0,0,2,LOW
22:50:46,3.25,57,1,1,0,0,0,0,0,2,LOW
22:50:46,3.3,58,1,1,0,0,0,0,0,2,LOW
22:50:46,3.36,59,1,1,0,0,0,0,0,2,LOW
22:50:46,3.41,60,1,1,0,0,0,0,0,2,LOW
22:50:46,3.47,61,1,1,0,0,0,0,0,2,LOW
22:50:46,3.52,62,1,1,0,0,0,0,0,2,LOW
22:50:46,3.58,63,1,1,0,0,0,0,0,2,LOW
22:50:46,3.63,64,1,1,0,0,0,0,0,2,LOW
22:50:46,3.68,65,1,1,0,0,0,0,0,2,LOW
22:50:46,3.74,66,1,1,0,0,0,0,0,2,LOW
22:50:46,3.79,67,0,1,1,0,0,0,0,0,LOW
22:50:46,3.85,68,0,1,1,0,0,0,0,0,LOW
22:50:46,3.9,69,0,1,1,0,0,0,0,0,LOW
22:50:46,3.95,70,0,1,1,0,0,0,0,0,LOW
22:50:46,4.02,71,0,1,1,0,0,0,0,0,LOW
22:50:46,4.07,72,0,1,1,0,0,0,0,0,LOW
22:50:47,4.13,73,0,1,1,0,0,0,0,0,LOW
22:50:47,4.18,74,0,1,1,0,0,0,0,0,LOW
22:50:47,4.24,75,0,1,1,0,0,0,0,0,LOW
22:50:47,4.29,76,0,1,1,0,0,0,0,0,LOW
22:50:47,4.34,77,0,1,1,0,0,0,0,0,LOW
22:50:47,4.4,78,0,1,1,0,0,0,0,0,LOW
22:50:47,4.46,79,0,1,1,0,0,0,0,0,LOW
22:50:47,4.51,80,0,1,1,0,0,0,0,0,LOW
22:50:47,4.57,81,0,1,1,0,0,0,0,0,LOW
22:50:47,4.62,82,0,1,1,0,0,0,0,0,LOW
22:50:47,4.67,83,0,1,1,0,0,0,0,0,LOW
22:50:47,4.72,84,0,1,1,0,0,0,0,0,LOW
22:50:47,4.78,85,0,1,1,0,0,0,0,0,LOW
22:50:47,4.83,86,0,1,1,0,0,0,0,0,LOW
