wall_time,elapsed_s,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
00:03:24,0.29,1,0,0,0,0,0,0,0,0,LOW
00:03:24,0.42,2,0,0,0,0,0,0,0,0,LOW
00:03:24,0.54,3,0,0,0,0,0,0,0,0,LOW
00:03:25,0.69,4,0,0,0,0,0,0,0,0,LOW
00:03:25,0.82,5,0,0,0,0,0,0,0,0,LOW
00:03:25,0.96,6,0,0,0,0,0,0,0,0,LOW
00:03:25,1.08,7,0,0,0,0,0,0,0,0,LOW
00:03:25,1.23,8,0,0,0,0,0,0,0,0,LOW
00:03:25,1.37,9,0,0,0,0,0,0,0,0,LOW
00:03:25,1.49,10,0,0,0,0,0,0,0,0,LOW
00:03:26,1.61,11,0,0,0,0,0,0,0,0,LOW
00:03:26,1.73,12,0,0,0,0,0,0,0,0,LOW
00:03:26,1.86,13,0,0,0,0,0,0,0,0,LOW
00:03:26,2.04,14,0,0,0,0,0,0,0,0,LOW
00:03:26,2.17,15,0,0,0,0,0,0,0,0,LOW
00:03:26,2.29,16,0,0,0,0,0,0,0,0,LOW
00:03:26,2.42,17,0,0,0,0,0,0,0,0,LOW
00:03:26,2.59,18,0,0,0,0,0,0,0,0,LOW
00:03:27,2.75,19,0,0,0,0,0,0,0,0,LOW
00:03:27,3.04,20,0,0,0,0,0,0,0,0,LOW
00:03:27,3.29,21,0,0,0,0,0,0,0,0,LOW
00:03:27,3.47,22,0,0,0,0,0,0,0,0,LOW
00:03:28,3.66,23,0,0,0,0,0,0,0,0,LOW
00:03:28,3.8,24,0,0,0,0,0,0,0,0,LOW
00:03:28,3.97,25,0,0,0,0,0,0,0,0,LOW
00:03:28,4.11,26,0,0,0,0,0,0,0,0,LOW
00:03:28,4.31,27,0,0,0,0,0,0,0,0,LOW
00:03:28,4.44,28,0,0,0,0,0,0,0,0,LOW
00:03:28,4.57,29,0,0,0,0,0,0,0,0,LOW
00:03:29,4.7,30,0,0,0,0,0,0,0,0,LOW
00:03:29,4.82,31,0,0,0,0,0,0,0,0,LOW
00:03:29,4.96,32,0,0,0,0,0,0,0,0,LOW
00:03:29,5.13,33,0,0,0,0,0,0,0,0,LOW
00:03:29,5.25,34,0,0,0,0,0,0,0,0,LOW
00:03:29,5.42,35,0,0,0,0,0,0,0,0,LOW
00:03:29,5.54,36,0,0,0,0,0,0,0,0,LOW
00:03:30,5.69,37,0,0,0,0,0,0,0,0,LOW
00:03:30,5.81,38,0,0,0,0,0,0,0,0,LOW
00:03:30,5.96,39,0,0,0,0,0,0,0,0,LOW
00:03:30,6.12,40,0,0,0,0,0,0,0,0,LOW
00:03:30,6.23,41,0,0,0,0,0,0,0,0,LOW
00:03:30,6.36,42,0,0,0,0,0,0,0,0,LOW
00:03:30,6.49,43,0,0,0,0,0,0,0,0,LOW
00:03:31,6.61,44,0,0,0,0,0,0,0,0,LOW
00:03:31,6.75,45,0,0,0,0,0,0,0,0,LOW
00:03:31,6.86,46,0,0,0,0,0,0,0,0,LOW
00:03:31,7.0,47,0,0,0,0,0,0,0,0,LOW
00:03:31,7.13,48,0,0,0,0,0,0,0,0,LOW
00:03:31,7.29,49,0,0,0,0,0,0,0,0,LOW
00:03:31,7.45,50,0,0,0,0,0,0,0,0,LOW
00:03:31,7.58,51,0,0,0,0,0,0,0,0,LOW
