wall_time,elapsed_s,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
00:13:26,0.32,1,45,0,0,0,0,0,0,75,HIGH
00:13:26,0.47,2,45,0,0,0,0,0,0,75,HIGH
00:13:26,0.64,3,45,0,0,0,0,0,0,75,HIGH
00:13:27,0.78,4,45,0,0,0,0,0,0,75,HIGH
00:13:27,0.95,5,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.08,6,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.23,7,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.36,8,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.49,9,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.63,10,45,0,0,0,0,0,0,75,HIGH
00:13:28,1.77,11,45,0,0,0,0,0,0,75,HIGH
00:13:28,1.89,12,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.02,13,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.15,14,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.29,15,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.43,16,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.55,17,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.69,18,45,0,0,0,0,0,0,75,HIGH
00:13:29,2.83,19,45,0,0,0,0,0,0,75,HIGH
00:13:29,2.97,20,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.11,21,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.26,22,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.39,23,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.52,24,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.65,25,45,0,0,0,0,0,0,75,HIGH
00:13:30,3.78,26,45,0,0,0,0,0,0,75,HIGH
00:13:30,3.92,27,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.04,28,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.17,29,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.3,30,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.43,31,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.57,32,45,0,0,0,0,0,0,75,HIGH
00:13:31,4.73,33,45,0,0,0,0,0,0,75,HIGH
00:13:31,4.89,34,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.04,35,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.16,36,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.29,37,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.42,38,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.56,39,45,0,0,0,0,0,0,75,HIGH
00:13:32,5.74,40,45,0,0,0,0,0,0,75,HIGH
00:13:32,5.88,41,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.04,42,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.17,43,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.31,44,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.46,45,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.59,46,45,0,0,0,0,0,0,75,HIGH
00:13:33,6.75,47,45,0,0,0,0,0,0,75,HIGH
00:13:33,6.87,48,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.02,49,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.15,50,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.29,51,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.42,52,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.56,53,45,0,0,0,0,0,0,75,HIGH
00:13:34,7.75,54,45,0,0,0,0,0,0,75,HIGH
00:13:34,7.87,55,45,0,0,0,0,0,0,75,HIGH
00:13:34,8.01,56,44,0,0,0,0,0,0,73,HIGH
00:13:34,8.18,57,44,0,0,0,0,0,0,73,HIGH
00:13:34,8.31,58,44,0,0,0,0,0,0,73,HIGH
00:13:34,8.44,59,44,0,0,0,0,0,0,73,HIGH
00:13:34,8.57,60,44,0,0,0,0,0,0,73,HIGH
00:13:35,8.74,61,45,1,0,0,0,0,0,75,HIGH
00:13:35,8.97,62,45,1,0,0,0,0,0,75,HIGH
00:13:35,9.18,63,45,1,0,0,0,0,0,75,HIGH
00:13:35,9.3,64,45,1,0,0,0,0,0,75,HIGH
00:13:35,9.43,65,45,1,0,0,0,0,0,75,HIGH
00:13:35,9.58,66,45,1,0,0,0,0,0,75,HIGH
00:13:36,9.76,67,45,1,0,0,0,0,0,75,HIGH
00:13:36,9.87,68,45,1,0,0,0,0,0,75,HIGH
00:13:36,10.03,69,45,1,0,0,0,0,0,75,HIGH
00:13:36,10.18,70,45,1,0,0,0,0,0,75,HIGH
00:13:36,10.33,71,45,1,0,0,0,0,0,75,HIGH
00:13:36,10.46,72,45,1,0,0,0,0,0,75,HIGH
00:13:36,10.59,73,45,1,0,0,0,0,0,75,HIGH
00:13:37,10.74,74,45,1,0,0,0,0,0,75,HIGH
00:13:37,10.86,75,45,1,0,0,0,0,0,75,HIGH
00:13:37,11.04,76,45,1,0,0,0,0,0,75,HIGH
00:13:37,11.17,77,45,1,0,0,0,0,0,75,HIGH
00:13:37,11.32,78,45,1,0,0,0,0,0,75,HIGH
00:13:37,11.46,79,45,1,0,0,0,0,0,75,HIGH
00:13:37,11.62,80,45,1,0,0,0,0,0,75,HIGH
00:13:38,11.74,81,45,1,0,0,0,0,0,75,HIGH
00:13:38,11.87,82,45,1,0,0,0,0,0,75,HIGH
00:13:38,12.01,83,45,1,0,0,0,0,0,75,HIGH
00:13:38,12.16,84,45,1,0,0,0,0,0,75,HIGH
00:13:38,12.29,85,45,1,0,0,0,0,0,75,HIGH
00:13:38,12.42,86,45,1,0,0,0,0,0,75,HIGH
00:13:38,12.55,87,45,1,0,0,0,0,0,75,HIGH
00:13:38,12.69,88,45,1,0,0,0,0,0,75,HIGH
00:13:39,12.85,89,45,1,0,0,0,0,0,75,HIGH
00:13:39,12.98,90,45,1,0,0,0,0,0,75,HIGH
00:13:39,13.1,91,45,1,0,0,0,0,0,75,HIGH
00:13:39,13.24,92,45,1,0,0,0,0,0,75,HIGH
00:13:39,13.4,93,45,1,0,0,0,0,0,75,HIGH
00:13:39,13.51,94,45,1,0,0,0,0,0,75,HIGH
00:13:39,13.63,95,45,1,0,0,0,0,0,75,HIGH
00:13:40,13.77,96,45,1,0,0,0,0,0,75,HIGH
00:13:40,13.92,97,45,1,0,0,0,0,0,75,HIGH
00:13:40,14.05,98,45,1,0,0,0,0,0,75,HIGH
00:13:40,14.18,99,45,1,0,0,0,0,0,75,HIGH
00:13:40,14.3,100,45,1,0,0,0,0,0,75,HIGH
00:13:40,14.44,101,45,1,0,0,0,0,0,75,HIGH
00:13:40,14.58,102,45,1,0,0,0,0,0,75,HIGH
00:13:41,14.72,103,45,1,0,0,0,0,0,75,HIGH
00:13:41,14.84,104,45,1,0,0,0,0,0,75,HIGH
00:13:41,14.96,105,45,1,0,0,0,0,0,75,HIGH
00:13:41,15.09,106,45,1,0,0,0,0,0,75,HIGH
00:13:41,15.21,107,45,1,0,0,0,0,0,75,HIGH
00:13:41,15.37,108,45,1,0,0,0,0,0,75,HIGH
00:13:41,15.49,109,45,1,0,0,0,0,0,75,HIGH
00:13:41,15.67,110,45,1,0,0,0,0,0,75,HIGH
00:13:42,15.81,111,45,1,0,0,0,0,0,75,HIGH
00:13:42,15.94,112,45,1,0,0,0,0,0,75,HIGH
00:13:42,16.07,113,45,1,0,0,0,0,0,75,HIGH
