wall_time,elapsed_s,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
00:01:56,0.2,1,0,0,0,0,0,0,0,0,LOW
00:01:56,0.28,2,0,0,0,0,0,0,0,0,LOW
00:01:56,0.37,3,0,0,0,0,0,0,0,0,LOW
00:01:56,0.43,4,0,0,0,0,0,0,0,0,LOW
00:01:56,0.51,5,0,0,0,0,0,0,0,0,LOW
00:01:56,0.58,6,0,0,0,0,0,0,0,0,LOW
00:01:57,0.66,7,0,0,0,0,0,0,0,0,LOW
00:01:57,0.74,8,0,0,0,0,0,0,0,0,LOW
00:01:57,0.82,9,0,0,0,0,0,0,0,0,LOW
00:01:57,0.88,10,0,0,0,0,0,0,0,0,LOW
00:01:57,0.95,11,0,0,0,0,0,0,0,0,LOW
00:01:57,1.01,12,0,0,0,0,0,0,0,0,LOW
00:01:57,1.07,13,0,0,0,0,0,0,0,0,LOW
00:01:57,1.14,14,0,0,0,0,0,0,0,0,LOW
00:01:57,1.2,15,0,0,0,0,0,0,0,0,LOW
00:01:57,1.26,16,0,0,0,0,0,0,0,0,LOW
00:01:57,1.33,17,0,0,0,0,0,0,0,0,LOW
00:01:57,1.39,18,0,0,0,0,0,0,0,0,LOW
00:01:57,1.46,19,0,0,0,0,0,0,0,0,LOW
00:01:57,1.52,20,0,0,0,0,0,0,0,0,LOW
00:01:57,1.59,21,0,0,0,0,0,0,0,0,LOW
00:01:57,1.65,22,0,0,0,0,0,0,0,0,LOW
00:01:58,1.72,23,0,0,0,0,0,0,0,0,LOW
00:01:58,1.79,24,0,0,0,0,0,0,0,0,LOW
00:01:58,1.86,25,0,0,0,0,0,0,0,0,LOW
00:01:58,1.92,26,0,0,0,0,0,0,0,0,LOW
00:01:58,1.99,27,0,0,0,0,0,0,0,0,LOW
00:01:58,2.05,28,0,0,0,0,0,0,0,0,LOW
00:01:58,2.13,29,0,0,0,0,0,0,0,0,LOW
00:01:58,2.2,30,0,0,0,0,0,0,0,0,LOW
00:01:58,2.27,31,0,0,0,0,0,0,0,0,LOW
00:01:58,2.33,32,0,0,0,0,0,0,0,0,LOW
00:01:58,2.41,33,0,0,0,0,0,0,0,0,LOW
00:01:58,2.47,34,0,0,0,0,0,0,0,0,LOW
00:01:58,2.54,35,0,0,0,0,0,0,0,0,LOW
00:01:58,2.61,36,0,0,0,0,0,0,0,0,LOW
00:01:59,2.68,37,0,0,0,0,0,0,0,0,LOW
