wall_time,timestamp,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
23:14:10,0.19,1,0,0,0,0,0,0,0,0,LOW
23:14:10,0.26,2,0,0,0,0,0,0,0,0,LOW
23:14:10,0.34,3,0,0,0,0,0,0,0,0,LOW
23:14:10,0.41,4,0,0,0,0,0,0,0,0,LOW
23:14:10,0.48,5,0,0,0,0,0,0,0,0,LOW
23:14:10,0.54,6,0,0,0,0,0,0,0,0,LOW
23:14:10,0.61,7,0,0,0,0,0,0,0,0,LOW
23:14:10,0.68,8,0,0,0,0,0,0,0,0,LOW
23:14:10,0.75,9,0,0,0,0,0,0,0,0,LOW
23:14:11,0.81,10,0,0,0,0,0,0,0,0,LOW
23:14:11,0.88,11,0,0,0,0,0,0,0,0,LOW
23:14:11,0.94,12,0,0,0,0,0,0,0,0,LOW
23:14:11,1.01,13,0,0,0,0,0,0,0,0,LOW
23:14:11,1.08,14,0,0,0,0,0,0,0,0,LOW
23:14:11,1.15,15,0,0,0,0,0,0,0,0,LOW
23:14:11,1.21,16,0,0,0,0,0,0,0,0,LOW
23:14:11,1.28,17,0,0,0,0,0,0,0,0,LOW
23:14:11,1.35,18,0,0,0,0,0,0,0,0,LOW
23:14:11,1.41,19,0,0,0,0,0,0,0,0,LOW
23:14:11,1.48,20,0,0,0,0,0,0,0,0,LOW
23:14:11,1.55,21,0,0,0,0,0,0,0,0,LOW
23:14:11,1.61,22,0,0,0,0,0,0,0,0,LOW
23:14:11,1.68,23,0,0,0,0,0,0,0,0,LOW
23:14:12,1.75,24,0,0,0,0,0,0,0,0,LOW
23:14:12,1.82,25,0,0,0,0,0,0,0,0,LOW
23:14:12,1.89,26,0,0,0,0,0,0,0,0,LOW
23:14:12,1.96,27,0,0,0,0,0,0,0,0,LOW
23:14:12,2.02,28,0,0,0,0,0,0,0,0,LOW
23:14:12,2.1,29,0,0,0,0,0,0,0,0,LOW
23:14:12,2.16,30,0,0,0,0,0,0,0,0,LOW
23:14:12,2.23,31,0,0,0,0,0,0,0,0,LOW
23:14:12,2.29,32,0,0,0,0,0,0,0,0,LOW
23:14:12,2.36,33,0,0,0,0,0,0,0,0,LOW
23:14:12,2.43,34,0,0,0,0,0,0,0,0,LOW
23:14:12,2.5,35,0,0,0,0,0,0,0,0,LOW
23:14:12,2.56,36,0,0,0,0,0,0,0,0,LOW
23:14:12,2.64,37,0,0,0,0,0,0,0,0,LOW
23:14:12,2.7,38,0,0,0,0,0,0,0,0,LOW
23:14:13,2.77,39,0,0,0,0,0,0,0,0,LOW
23:14:13,2.84,40,0,0,0,0,0,0,0,0,LOW
23:14:13,2.91,41,0,0,0,0,0,0,0,0,LOW
23:14:13,2.98,42,0,0,0,0,0,0,0,0,LOW
23:14:13,3.05,43,0,0,0,0,0,0,0,0,LOW
23:14:13,3.11,44,0,0,0,0,0,0,0,0,LOW
23:14:13,3.18,45,0,0,0,0,0,0,0,0,LOW
23:14:13,3.25,46,0,0,0,0,0,0,0,0,LOW
23:14:13,3.32,47,0,0,0,0,0,0,0,0,LOW
23:14:13,3.38,48,0,0,0,0,0,0,0,0,LOW
23:14:13,3.45,49,0,0,0,0,0,0,0,0,LOW
23:14:13,3.51,50,0,0,0,0,0,0,0,0,LOW
23:14:13,3.58,51,0,0,0,0,0,0,0,0,LOW
23:14:13,3.65,52,0,0,0,0,0,0,0,0,LOW
23:14:13,3.72,53,0,0,0,0,0,0,0,0,LOW
23:14:14,3.78,54,0,0,0,0,0,0,0,0,LOW
23:14:14,3.85,55,0,0,0,0,0,0,0,0,LOW
23:14:14,3.91,56,0,0,0,0,0,0,0,0,LOW
23:14:14,3.98,57,0,0,0,0,0,0,0,0,LOW
23:14:14,4.05,58,0,0,0,0,0,0,0,0,LOW
23:14:14,4.12,59,0,0,0,0,0,0,0,0,LOW
23:14:14,4.18,60,0,0,0,0,0,0,0,0,LOW
23:14:14,4.25,61,1,1,0,0,0,0,0,2,LOW
23:14:14,4.33,62,1,1,0,0,0,0,0,2,LOW
23:14:14,4.41,63,1,1,0,0,0,0,0,2,LOW
23:14:14,4.48,64,1,1,0,0,0,0,0,2,LOW
23:14:14,4.56,65,1,1,0,0,0,0,0,2,LOW
23:14:14,4.63,66,1,1,0,0,0,0,0,2,LOW
23:14:14,4.7,67,1,1,0,0,0,0,0,2,LOW
23:14:15,4.77,68,1,1,0,0,0,0,0,2,LOW
23:14:15,4.84,69,1,1,0,0,0,0,0,2,LOW
23:14:15,4.92,70,1,1,0,0,0,0,0,2,LOW
23:14:15,4.99,71,1,1,0,0,0,0,0,2,LOW
23:14:15,5.06,72,1,1,0,0,0,0,0,2,LOW
23:14:15,5.13,73,1,1,0,0,0,0,0,2,LOW
23:14:15,5.2,74,1,1,0,0,0,0,0,2,LOW
23:14:15,5.27,75,1,1,0,0,0,0,0,2,LOW
23:14:15,5.34,76,1,1,0,0,0,0,0,2,LOW
23:14:15,5.41,77,1,1,0,0,0,0,0,2,LOW
23:14:15,5.47,78,1,1,0,0,0,0,0,2,LOW
23:14:15,5.54,79,1,1,0,0,0,0,0,2,LOW
23:14:15,5.61,80,1,1,0,0,0,0,0,2,LOW
23:14:15,5.68,81,1,1,0,0,0,0,0,2,LOW
23:14:15,5.74,82,1,1,0,0,0,0,0,2,LOW
23:14:16,5.81,83,1,1,0,0,0,0,0,2,LOW
23:14:16,5.88,84,1,1,0,0,0,0,0,2,LOW
23:14:16,5.95,85,1,1,0,0,0,0,0,2,LOW
23:14:16,6.01,86,1,1,0,0,0,0,0,2,LOW
23:14:16,6.08,87,1,1,0,0,0,0,0,2,LOW
23:14:16,6.15,88,1,1,0,0,0,0,0,2,LOW
23:14:16,6.22,89,1,1,0,0,0,0,0,2,LOW
23:14:16,6.28,90,1,1,0,0,0,0,0,2,LOW
23:14:16,6.35,91,1,1,0,0,0,0,0,2,LOW
23:14:16,6.42,92,1,1,0,0,0,0,0,2,LOW
23:14:16,6.49,93,1,1,0,0,0,0,0,2,LOW
23:14:16,6.55,94,1,1,0,0,0,0,0,2,LOW
23:14:16,6.62,95,1,1,0,0,0,0,0,2,LOW
23:14:16,6.68,96,1,1,0,0,0,0,0,2,LOW
23:14:17,6.75,97,1,1,0,0,0,0,0,2,LOW
23:14:17,6.82,98,1,1,0,0,0,0,0,2,LOW
23:14:17,6.88,99,1,1,0,0,0,0,0,2,LOW
