wall_time,elapsed_s,frame,count,in_count,out_count,door_a_in,door_a_out,door_b_in,door_b_out,occupancy_pct,density
00:13:26,0.31,1,45,0,0,0,0,0,0,75,HIGH
00:13:26,0.47,2,45,0,0,0,0,0,0,75,HIGH
00:13:26,0.64,3,45,0,0,0,0,0,0,75,HIGH
00:13:27,0.77,4,45,0,0,0,0,0,0,75,HIGH
00:13:27,0.9,5,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.04,6,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.19,7,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.33,8,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.45,9,45,0,0,0,0,0,0,75,HIGH
00:13:27,1.6,10,45,0,0,0,0,0,0,75,HIGH
00:13:28,1.74,11,45,0,0,0,0,0,0,75,HIGH
00:13:28,1.88,12,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.0,13,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.14,14,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.28,15,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.42,16,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.54,17,45,0,0,0,0,0,0,75,HIGH
00:13:28,2.68,18,45,0,0,0,0,0,0,75,HIGH
00:13:29,2.83,19,45,0,0,0,0,0,0,75,HIGH
00:13:29,2.97,20,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.11,21,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.26,22,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.39,23,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.52,24,45,0,0,0,0,0,0,75,HIGH
00:13:29,3.65,25,45,0,0,0,0,0,0,75,HIGH
00:13:30,3.77,26,45,0,0,0,0,0,0,75,HIGH
00:13:30,3.92,27,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.04,28,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.17,29,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.3,30,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.43,31,45,0,0,0,0,0,0,75,HIGH
00:13:30,4.58,32,45,0,0,0,0,0,0,75,HIGH
00:13:31,4.74,33,45,0,0,0,0,0,0,75,HIGH
00:13:31,4.88,34,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.04,35,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.16,36,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.29,37,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.42,38,45,0,0,0,0,0,0,75,HIGH
00:13:31,5.58,39,45,0,0,0,0,0,0,75,HIGH
00:13:32,5.74,40,45,0,0,0,0,0,0,75,HIGH
00:13:32,5.88,41,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.05,42,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.17,43,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.31,44,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.47,45,45,0,0,0,0,0,0,75,HIGH
00:13:32,6.6,46,45,0,0,0,0,0,0,75,HIGH
00:13:33,6.74,47,45,0,0,0,0,0,0,75,HIGH
00:13:33,6.86,48,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.01,49,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.14,50,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.28,51,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.41,52,45,0,0,0,0,0,0,75,HIGH
00:13:33,7.58,53,45,0,0,0,0,0,0,75,HIGH
00:13:34,7.75,54,45,0,0,0,0,0,0,75,HIGH
00:13:34,7.87,55,44,0,1,0,0,0,0,73,HIGH
00:13:34,8.01,56,44,0,1,0,0,0,0,73,HIGH
00:13:34,8.17,57,44,0,1,0,0,0,0,73,HIGH
00:13:34,8.3,58,44,0,1,0,0,0,0,73,HIGH
00:13:34,8.43,59,44,0,1,0,0,0,0,73,HIGH
00:13:34,8.56,60,44,0,1,0,0,0,0,73,HIGH
00:13:35,8.74,61,44,0,1,0,0,0,0,73,HIGH
